"doytime","data","damm","arrhenius"
119.3125,37.745,59.8948626647992,67.3198769606186
119.333333333333,39.82,58.9427376432225,66.2136727908034
119.354166666667,44.02,56.4724206395128,63.3464461289016
119.375,53.425,55.8701405235217,62.6480354434184
119.395833333333,47.27,55.5712564915188,62.3015409668604
119.041666666667,NA,57.4641564109127,62.9963342522318
119.416666666667,43.15,54.8305706508618,61.443141751499
119.4375,40.505,53.2334153114188,59.5935055792957
119.458333333333,39.02,51.5407101040145,57.6352726538548
119.479166666667,34.39,50.8503759767412,56.8372715194792
119.0625,30.48,55.9429293911211,61.2727967559561
119.083333333333,35.285,54.7531338914345,59.925875254791
119.104166666667,33.09,54.3130898669597,59.4279690544557
119.125,27.88,54.7531338914345,59.925875254791
119.145833333333,45.14,54.3130898669597,59.4279690544557
119.166666666667,20.63,54.1671445651047,59.2628633434746
119.1875,30.695,53.0127079096847,57.9574022654352
120,36.445,49.3619474758634,55.1179604163991
120.020833333333,41.16,48.567342392188,54.2008148579178
120.208333333333,29.09,47.6554196947027,53.1488878922986
120.229166666667,45.28,50.4403339942981,56.3634517455027
120.25,32.89,53.8090997240419,60.2599807618578
120.270833333333,28.045,52.3806724494562,58.6067278102042
120.291666666667,32.705,52.5373502969085,59.2628633434746
120.3125,37.775,53.6798085015916,60.5958305299661
120.333333333333,22.94,53.1057082333442,59.925875254791
120.354166666667,29.46,53.3920372259107,60.2599807618578
120.375,27.86,52.8208148165639,59.5935055792957
120.395833333333,30.865,51.9746813769871,58.6067278102042
120.041666666667,29.665,47.5997375002578,53.2979829289876
120.416666666667,44.475,51.9746813769871,58.6067278102042
120.4375,26.13,51.1412293949582,57.6352726538548
120.458333333333,40.13,50.3202823686914,56.6789185355395
120.479166666667,39.715,49.511666055971,55.73744683826
120.0625,37.685,46.3971007176568,52.1161134328588
120.083333333333,37.83,45.4002945208101,50.9588352834638
120.104166666667,38.075,44.9094337425914,50.3892686193863
120.125,27.91,45.6476016006277,51.2458756057056
120.145833333333,30.19,46.9031414714552,52.7039441232462
120.166666666667,33.71,47.5070912617884,53.2979829289876
120.1875,18.91,48.1745390022742,53.7476227604533
121,43.53,49.7798454110954,56.0496305092658
121.020833333333,36.94,49.511666055971,55.73744683826
121.208333333333,28.1,47.8443093070304,53.7978015416117
121.229166666667,NA,48.1909076023558,54.2008148579178
121.25,59.96,48.8031086063583,54.9129025557125
121.270833333333,31.46,49.1561939662817,55.3237355268447
121.291666666667,38.05,49.511666055971,55.73744683826
121.3125,48.595,49.7798454110954,56.0496305092658
121.333333333333,49.1,49.7798454110954,56.0496305092658
121.354166666667,36.93,49.7798454110954,56.0496305092658
121.375,47.205,50.0493820584708,56.3634517455027
121.395833333333,41.87,50.5925527398139,56.9960389038672
121.041666666667,40.51,48.7152084478822,54.8106418667003
121.416666666667,39.57,50.8661995974672,57.3148209110464
121.4375,51.22,51.0035412243175,57.4748375580298
121.458333333333,41.655,50.8661995974672,57.3148209110464
121.479166666667,40.14,49.9144436757316,56.2063359332849
121.0625,33.92,48.1909076023558,54.2008148579178
121.083333333333,38.3,48.1909076023558,54.2008148579178
121.104166666667,35.44,48.1909076023558,54.2008148579178
121.125,NA,48.1909076023558,54.2008148579178
121.145833333333,25.06,48.1909076023558,54.2008148579178
121.166666666667,NA,48.4523951013651,54.504929284255
121.1875,30.63,48.5398519264726,54.6066555204898
122,43.63,49.9144436757316,56.2063359332849
122.020833333333,46.96,50.3202823686914,56.6789185355395
122.208333333333,52.82,53.762679200264,59.2628633434746
122.229166666667,39.25,53.260555284991,59.1530316952913
122.25,48.48,60.1424549805856,67.072568466472
122.270833333333,51.145,57.8299324441148,64.4077481075604
122.291666666667,53.225,58.7657348069757,65.4856859378042
122.3125,42.475,58.4522398469796,65.1245100129262
122.333333333333,41.975,58.14030813653,64.765200393448
122.354166666667,47.92,55.2535537981532,61.443141751499
122.375,35.715,55.402085860253,61.6139302620127
122.395833333333,45.21,54.016899152062,60.2599807618578
122.041666666667,40.96,50.0120874578,56.2063359332849
122.416666666667,51.12,53.5205341229635,59.925875254791
122.4375,55.09,52.3806724494562,58.6067278102042
122.458333333333,53.525,50.9877475577832,56.9960389038672
122.479166666667,42.505,49.8984177179196,55.73744683826
122.0625,NA,50.9486209180473,56.8372715194792
122.083333333333,42.96,51.577044775746,56.9960389038672
122.104166666667,34.845,50.9408610131779,56.0496305092658
122.125,45.4,50.9408610131779,56.0496305092658
122.145833333333,31.395,50.1216996105043,55.1179604163991
122.166666666667,42.52,51.7725231192923,56.9960389038672
122.1875,41.135,52.616862708354,57.9574022654352
123,43.22,48.963138170501,54.6575853185903
123.020833333333,51.28,48.2180367053037,53.7978015416117
123.208333333333,33.09,47.269517102891,52.7039441232462
123.229166666667,37.425,48.0442658802284,53.5973494040908
123.25,28.435,49.6295050286954,55.4268927796922
123.270833333333,43.255,47.269517102891,52.7039441232462
123.291666666667,45.81,48.567342392188,54.2008148579178
123.3125,46.09,49.4955572569932,55.2722243795714
123.333333333333,43.32,48.567342392188,54.2008148579178
123.354166666667,42.575,48.0442658802284,53.5973494040908
123.375,61.225,48.3051422772143,53.8982908115926
123.395833333333,31.39,48.4360764812325,54.0493545218946
123.041666666667,33.81,46.8441636513578,52.2136566660899
123.416666666667,40.565,48.0442658802284,53.5973494040908
123.4375,NA,47.8494735400524,53.372677317993
123.458333333333,34.89,47.5908987401819,53.0744870056804
123.479166666667,46.79,47.269517102891,52.7039441232462
123.0625,43.78,46.0041698034237,51.2458756057056
123.083333333333,39.915,45.754930927895,50.9588352834638
123.104166666667,73.47,45.754930927895,50.9588352834638
123.125,28.905,47.0138738167394,52.4092565523012
123.145833333333,35.015,48.3051422772143,53.8982908115926
123.166666666667,35.56,47.5264594558177,53.0001837144804
123.1875,37.37,47.5264594558177,53.0001837144804
124,45.945,46.7595235008422,52.1161134328588
124.020833333333,37.04,46.5064600849825,51.8245072301898
124.208333333333,41.15,48.567342392188,54.2008148579178
124.229166666667,40.195,48.567342392188,54.2008148579178
124.25,45.715,49.6295050286954,55.4268927796922
124.270833333333,37.15,50.713350394595,56.6789185355395
124.291666666667,47.11,49.7637915840683,55.5819666030776
124.3125,47.89,50.9877475577832,56.9960389038672
124.333333333333,38.44,50.9877475577832,56.9960389038672
124.354166666667,52.545,50.1686919088586,56.0496305092658
124.375,49.495,49.7798454110954,56.0496305092658
124.395833333333,44.305,50.3202823686914,56.6789185355395
124.041666666667,44.72,46.5064600849825,51.8245072301898
124.416666666667,47.915,50.3202823686914,56.6789185355395
124.4375,38.78,49.9144436757316,56.2063359332849
124.458333333333,48.73,49.2448376498611,55.4268927796922
124.479166666667,42.95,48.8471142613024,54.964099906073
124.0625,44.83,45.754930927895,50.9588352834638
124.083333333333,48.53,45.5069549325403,50.673302076867
124.104166666667,46.055,45.5069549325403,50.673302076867
124.125,40.13,46.0041698034237,51.2458756057056
124.145833333333,27.2,46.3804090747918,51.6792781273206
124.166666666667,35.06,47.1415334581188,52.5564068090866
124.1875,39.26,48.567342392188,54.2008148579178
125,53.8,48.5836356546355,54.6575853185903
125.020833333333,35.26,48.3793433959595,54.2008148579178
125.208333333333,21.43,47.269517102891,52.7039441232462
125.229166666667,49.49,47.5052005502822,52.5564068090866
125.25,68.84,47.6341715078659,52.7039441232462
125.270833333333,38.84,47.1202436279803,52.1161134328588
125.291666666667,NA,47.3765560955724,52.4092565523012
125.3125,31.57,47.2482373766242,52.2624924078594
125.333333333333,33.22,46.865227988045,51.8245072301898
125.354166666667,33.61,47.1331683048714,51.8245072301898
125.375,39.84,46.7122408581085,51.2458756057056
125.395833333333,31.345,46.7122408581085,51.2458756057056
125.041666666667,36.4,48.1745390022742,53.7476227604533
125.416666666667,28.24,46.1237261415966,50.5784579817367
125.4375,57.49,45.7905518412886,50.2007425522725
125.458333333333,26.245,45.7076105673103,50.10672757772
125.479166666667,27.29,45.6248097710004,50.012877615741
125.0625,27.29,47.7847069984494,53.2979829289876
125.083333333333,82.64,47.1415334581188,52.5564068090866
125.104166666667,37.68,47.0138738167394,52.4092565523012
125.125,37.92,47.0138738167394,52.4092565523012
125.145833333333,NA,47.5264594558177,53.0001837144804
125.166666666667,29.16,47.7847069984494,53.2979829289876
125.1875,14.65,47.9143221365667,53.4474697802866
126,59.67,45.2950069507039,49.639122508383
126.020833333333,36.025,45.1367962373173,49.2679861101228
126.208333333333,50.925,52.916836357869,50.9588352834638
126.229166666667,50.925,55.2068775753768,53.8982908115926
126.25,61.82,60.0556522602526,59.2628633434746
126.270833333333,61.945,55.3853994227327,55.1179604163991
126.291666666667,60.77,58.7186051432996,58.9339401928485
126.3125,62.08,56.1843367162424,56.6789185355395
126.333333333333,55.025,56.3065003007549,56.9960389038672
126.354166666667,55.565,55.941030999712,56.9960389038672
126.375,56.245,56.0589885523627,57.3148209110464
126.395833333333,51.845,55.8737790652949,57.3148209110464
126.041666666667,67.61,49.6514111040901,48.9913420584537
126.416666666667,54.63,55.8016973026371,57.6352726538548
126.4375,49.46,54.9059378927987,56.6789185355395
126.458333333333,51.2,54.6282999461137,56.6789185355395
126.479166666667,61.56,53.9497629006668,56.0496305092658
126.0625,NA,51.9759697837403,48.4424155471289
126.083333333333,48.545,52.6453152024669,47.8992570744473
126.104166666667,42.59,52.7306593745178,47.3618101892447
126.125,NA,53.0192253026296,47.6298231916331
126.145833333333,41.935,53.3580547210061,48.4424155471289
126.166666666667,44.07,51.6933816466291,48.1701188461606
126.1875,21.94,52.3122795845138,49.6856983346741
127,44.94,54.3858969661208,55.73744683826
127.020833333333,NA,58.7553671027344,55.6596558573241
127.208333333333,62.51,59.0291736687786,56.0496305092658
127.229166666667,61.08,57.7327735021783,55.4268927796922
127.25,66.215,59.9000046502157,58.2812179154448
127.270833333333,61.145,59.8647107721512,58.6067278102042
127.291666666667,68.65,61.1259010208217,60.2599807618578
127.3125,82.01,59.3215230274877,58.6067278102042
127.333333333333,68.095,59.594391890744,59.2628633434746
127.354166666667,52.99,61.8635891076436,60.8207035890559
127.375,88.37,70.0498976728548,64.5266930513016
127.395833333333,77.265,69.1999654482948,64.4077481075604
127.041666666667,106.37,63.5739077989346,55.9714313810403
127.416666666667,74.18,66.6326760514381,63.3464461289016
127.4375,NA,66.2535847554881,63.3869607201881
127.458333333333,NA,66.2462020520605,63.4410179289918
127.479166666667,NA,66.238678036027,63.4951183143234
127.0625,102.15,64.5517698760379,55.3752916480422
127.083333333333,NA,64.5863095069781,55.1693368608097
127.104166666667,NA,64.6167315342002,54.964099906073
127.125,99.86,63.7814158551833,54.8106418667003
127.145833333333,52.475,60.1052890042646,54.504929284255
127.166666666667,55.94,59.8453741997228,55.4268927796922
127.1875,55.04,58.7278729912854,55.1179604163991
128,NA,66.2310125467034,63.5492619082555
128.020833333333,NA,66.223205424058,63.6034487428791
128.208333333333,NA,66.1465417435528,64.0930813919944
128.229166666667,NA,66.1373096322289,64.1477024035312
128.25,NA,66.1279341713759,64.2023670102434
128.270833333333,NA,66.1184152090821,64.2570752444886
128.291666666667,NA,66.1087525941364,64.3118271386465
128.3125,NA,66.0989461760317,64.3666227251194
128.333333333333,NA,66.0889958049703,64.4214620363323
128.354166666667,NA,66.0789013318648,64.4763451047321
128.375,NA,66.0686626083446,64.5312719627868
128.395833333333,NA,66.0582794867567,64.5862426429881
128.041666666667,NA,66.2152565087168,63.6576788503114
128.416666666667,NA,66.0477518201735,64.6412571778497
128.4375,NA,66.0370794623907,64.6963155999065
128.458333333333,NA,66.0262622679366,64.7514179417164
128.479166666667,NA,66.0153000920735,64.8065642358599
128.0625,NA,66.2071656419665,63.7119522626899
128.083333333333,NA,66.1989326657564,63.7662690121734
128.104166666667,NA,66.1905574227024,63.8206291309442
128.125,NA,66.1820397560931,63.8750326512052
128.145833333333,NA,66.1733795098911,63.9294796051823
128.166666666667,NA,66.164576528737,63.983970025122
128.1875,NA,66.1556306579546,64.0385039432958
129,NA,66.0041927908008,64.8617545149389
129.020833333333,NA,65.9929402208598,64.9169888115776
129.208333333333,NA,65.8851067355073,65.4160836656547
129.229166666667,NA,65.8723937654696,65.4717599371639
129.25,NA,65.8595340009302,65.5274805865783
129.270833333333,NA,65.846527307822,65.5832456467927
129.291666666667,NA,65.8333735528671,65.639055150722
129.3125,NA,65.8200726035828,65.694909131305
129.333333333333,NA,65.8066243282813,65.7508076215002
129.354166666667,NA,65.7930285960794,65.8067506542928
129.375,NA,65.7792852768991,65.8627382626878
129.395833333333,NA,65.76539424147,65.9187704797131
129.041666666667,NA,65.9815422397379,64.9722671584249
129.416666666667,NA,65.7513553613357,65.9748473384199
129.4375,NA,65.7371685088565,66.0309688718814
129.458333333333,NA,65.7228335572113,66.0871351131926
129.479166666667,NA,65.7083503804055,66.1433460954738
129.0625,NA,65.9699987056688,65.0275895881477
129.083333333333,NA,65.9583094776419,65.0829561334386
129.104166666667,NA,65.9464744154013,65.1383668270106
129.125,NA,65.934493379454,65.1938217016014
129.145833333333,NA,65.9223662310676,65.249320789969
129.166666666667,NA,65.9100928322795,65.3048641248941
129.1875,NA,65.8976730458982,65.3604517391809
130,NA,65.6937188532723,66.1996018518648
130.020833333333,NA,65.6789388514752,66.2559024155298
130.208333333333,NA,65.5392173766056,66.7646292990671
130.229166666667,NA,65.5229459753864,66.8213797644626
130.25,NA,65.5065247877847,66.87817540343
130.270833333333,NA,65.4899536997402,66.935016249405
130.291666666667,NA,65.4732325980726,66.9919023358481
130.3125,NA,65.4563613704867,67.0488336962402
130.333333333333,NA,65.4393399055761,67.1058103640863
130.354166666667,NA,65.4221680928267,67.1628323729152
130.375,NA,65.4048458226189,67.2198997562756
130.395833333333,NA,65.3873729862331,67.2770125477411
130.041666666667,NA,65.6640102515143,66.3122478196547
130.416666666667,NA,65.3697494758548,67.3341707809085
130.4375,NA,65.3519751845749,67.3913744893971
130.458333333333,NA,65.3340500063959,67.448623706849
130.479166666667,NA,65.3159738362351,67.5059184669285
130.0625,NA,65.6489329307286,66.3686380974491
130.083333333333,NA,65.6337067673004,66.4250732821447
130.104166666667,NA,65.6183316402575,66.4815534069952
130.125,NA,65.6028074294808,66.5380785052777
130.145833333333,NA,65.5871340157038,66.5946486102926
130.166666666667,NA,65.5713112805189,66.6512637553619
130.1875,NA,65.5553391063793,66.7079239738302
131,NA,65.2977465699283,67.5632588033244
131.020833333333,NA,65.2793681042329,67.6206447497468
131.208333333333,NA,65.1071413669378,68.1391762924543
131.229166666667,NA,65.0872454346355,68.1970201983101
131.25,NA,65.0671972292267,68.2549100865323
131.270833333333,NA,65.0469966588307,68.3128459911091
131.291666666667,NA,65.0266436325354,68.3708279460513
131.3125,69.39,65.0061380604058,68.4288559853926
131.333333333333,55.86,66.0487511675455,69.5844034998578
131.354166666667,43.48,68.9204451359146,72.714855427923
131.375,70.52,69.1741907407272,73.5178172235326
131.395833333333,56,68.0806497504038,72.3164609707757
131.041666666667,NA,65.2608383368339,67.6780763399308
131.416666666667,61.795,65.5915409014761,69.5844034998578
131.4375,52.05,62.8510479560693,66.5805018628355
131.458333333333,41.01,61.521279238817,65.1245100129262
131.479166666667,64.195,60.217836420398,63.6983798479981
131.0625,NA,65.2421571663446,67.7355536076317
131.083333333333,NA,65.2233244923119,67.7930765866312
131.104166666667,NA,65.2043402152211,67.8506453107308
131.125,NA,65.1852042364979,67.9082598137574
131.145833333333,NA,65.1659164585122,67.9659201295591
131.166666666667,NA,65.1464767845833,68.0236262920089
131.1875,NA,65.126885118983,68.0813783350012
132,54.35,59.2572391946956,62.6480354434184
132.020833333333,44.48,57.8431587740928,61.1028942039181
132.208333333333,35.115,50.0543167827425,53.0001837144804
132.229166666667,43.515,51.4281094492273,54.504929284255
132.25,41.775,56.3672068158755,59.925875254791
132.270833333333,57.08,58.2137968895313,61.9568421257691
132.291666666667,50.525,60.9814945610344,65.4856859378042
132.3125,51.655,58.4239757209451,62.6480354434184
132.333333333333,43.565,60.3324862022113,64.765200393448
132.354166666667,50.775,61.3084395643545,65.8487371798204
132.375,58.87,62.2991287871132,66.9492335284148
132.395833333333,60.495,62.2991287871132,66.9492335284148
132.041666666667,44.51,56.4606638662609,59.5935055792957
132.416666666667,60.44,61.4725255778614,66.0309688718814
132.4375,64.965,60.3324862022113,64.765200393448
132.458333333333,56.745,57.8004466047981,61.9568421257691
132.479166666667,46.62,58.1114296405971,62.3015409668604
132.0625,38.2,55.1596542401875,58.2163195089943
132.083333333333,NA,53.5995370099321,56.6789185355395
132.104166666667,27.66,52.0805153105508,55.1796175322659
132.125,35.59,50.8744165137502,53.8982908115926
132.145833333333,27.79,50.0543167827425,53.0001837144804
132.166666666667,30.14,50.0543167827425,53.0001837144804
132.1875,31.39,50.4628092669862,53.4474697802866
133,46.565,53.5090804052381,57.6352726538548
133.020833333333,45.585,52.9349998912587,56.9960389038672
133.208333333333,44.35,48.2825693908415,51.8245072301898
133.229166666667,46.69,50.1499443232661,53.8982908115926
133.25,47.035,54.381987133017,57.9574022654352
133.270833333333,48.375,60.6561792857178,65.1245100129262
133.291666666667,83.09,64.6692057410302,69.5844034998578
133.3125,48.5,67.2386254204929,72.714855427923
133.333333333333,43.08,68.0714047061814,73.9224042956233
133.354166666667,42.045,68.4335537303214,74.3290753789182
133.375,42.535,68.4335537303214,74.3290753789182
133.395833333333,44.3,67.7110465900316,73.5178172235326
133.041666666667,54.425,51.8040678984428,55.73744683826
133.416666666667,57.33,66.1113781486352,71.7226997530334
133.4375,58.32,64.2041754928252,69.5844034998578
133.458333333333,52.82,62.1822830093644,67.3198769606186
133.479166666667,42.645,58.0038543413902,62.6480354434184
133.0625,51.58,50.1499443232661,53.8982908115926
133.083333333333,45.45,48.8093615540948,52.4092565523012
133.104166666667,43.595,48.2825693908415,51.8245072301898
133.125,42.79,46.4803586305757,49.8256716516564
133.145833333333,47.91,44.4977711715971,47.6298231916331
133.166666666667,44.965,44.2555846710636,47.3618101892447
133.1875,40.965,46.2280953214232,49.5460935739376
134,42.05,58.3157119678798,62.9963342522318
134.020833333333,58.53,56.1651963246042,60.5958305299661
134.208333333333,37.39,53.2213166631088,57.3148209110464
134.229166666667,41.415,54.8639758628195,59.5935055792957
134.25,45.05,55.7561962680771,60.5958305299661
134.270833333333,46.485,55.3624710572507,59.925875254791
134.291666666667,27.93,55.1179500855894,59.4279690544557
134.3125,52.275,54.9698420349782,59.2628633434746
134.333333333333,61.055,55.5645150782252,59.925875254791
134.354166666667,40.79,56.9241674655405,60.4276870849684
134.375,NA,59.3987403426678,60.8488676194785
134.395833333333,45.9,62.0358989335901,61.1877902413724
134.041666666667,33.93,54.0889759542037,58.2812179154448
134.416666666667,53.6,62.383548175349,60.5958305299661
134.4375,NA,61.6818757003128,60.2599807618578
134.458333333333,56.79,61.690510972931,60.7081695286096
134.479166666667,69.81,64.5950767354824,63.9340188129067
134.0625,36.72,53.7982978988173,57.9574022654352
134.083333333333,44.43,54.0889759542037,58.2812179154448
134.104166666667,53.645,53.7982978988173,57.9574022654352
134.125,41.51,51.8040678984428,55.73744683826
134.145833333333,37.87,50.6957524482371,54.504929284255
134.166666666667,38.45,51.8040678984428,55.73744683826
134.1875,37.15,52.6501233375912,56.6789185355395
135,48.04,60.8903099677675,60.5958305299661
135.020833333333,66.185,60.3752208571384,60.2599807618578
135.208333333333,NA,57.9007423824231,59.2628633434746
135.229166666667,81.74,58.3337586141119,59.925875254791
135.25,79.055,62.8838901000496,64.765200393448
135.270833333333,71.715,69.3596018612904,71.9201110572297
135.291666666667,79.445,70.6121521290773,73.5178172235326
135.3125,73.075,74.0622944463801,77.2349688206683
135.333333333333,73.91,76.0464440548946,79.3753568824828
135.354166666667,63.015,77.5533231852992,81.5711767514762
135.375,79.63,77.1453333172919,81.1275147229322
135.395833333333,60.915,77.5533231852992,81.5711767514762
135.041666666667,61.29,59.8631395134192,59.925875254791
135.416666666667,59.3,75.6742675364654,79.8100441105594
135.4375,58.02,72.2903399363425,76.3940416653355
135.458333333333,67.645,69.6563741094822,73.5178172235326
